,0
0,1
1,-1
2,-1
3,0
4,-1
5,1
6,1
7,1
8,2
9,1
10,-3
11,-1
12,2
13,0
14,0
15,2
16,-1
17,0
18,1
19,-1
20,2
21,3
22,-3
23,-2
24,3
25,-2
26,-6
27,1
28,6
29,2
30,-4
31,0
32,24
33,49
34,46
35,28
36,5
37,-37
38,-84
39,-94
40,-66
41,-36
42,-33
43,-50
44,-46
45,-4
46,27
47,29
48,40
49,69
50,91
51,97
52,87
53,64
54,41
55,16
56,2
57,18
58,33
59,12
60,-23
61,-40
62,-43
63,-40
64,-38
65,-43
66,-45
67,-44
68,-43
69,-32
70,-18
71,-13
72,-2
73,13
74,1
75,-30
76,-42
77,-33
78,-23
79,-15
80,-6
81,11
82,26
83,23
84,24
85,49
86,64
87,53
88,46
89,50
90,47
91,38
92,35
93,47
94,68
95,71
96,46
97,25
98,23
99,26
100,24
101,12
102,-5
103,-6
104,2
105,-5
106,-17
107,-16
108,-15
109,-19
110,-20
111,-13
112,1
113,12
114,6
115,-3
116,-3
117,-9
118,-21
119,-21
120,-3
121,29
122,56
123,50
124,17
125,-13
126,-32
127,-43
128,-48
129,-50
130,-33
131,2
132,7
133,-34
134,-73
135,-75
136,-58
137,-44
138,-41
139,-43
140,-50
141,-74
142,-104
143,-115
144,-128
145,-162
146,-186
147,-182
148,-170
149,-151
150,-120
151,-98
152,-90
153,-88
154,-90
155,-85
156,-65
157,-42
158,-27
159,-30
160,-43
161,-49
162,-50
163,-56
164,-52
165,-39
166,-42
167,-55
168,-60
169,-59
170,-52
171,-36
172,-23
173,-8
174,18
175,42
176,63
177,84
178,83
179,70
180,84
181,116
182,117
183,91
184,80
185,101
186,123
187,114
188,91
189,84
190,82
191,71
192,72
193,97
194,133
195,172
196,202
197,201
198,180
199,173
200,185
201,185
202,155
203,131
204,139
205,141
206,104
207,61
208,42
209,41
210,48
211,53
212,38
213,9
214,-9
215,-6
216,8
217,10
218,-4
219,4
220,49
221,95
222,120
223,127
224,117
225,100
226,87
227,66
228,31
229,8
230,11
231,31
232,52
233,63
234,56
235,34
236,9
237,-4
238,5
239,29
240,49
241,48
242,28
243,5
244,-8
245,-9
246,1
247,14
248,27
249,41
250,43
251,17
252,-20
253,-33
254,-26
255,-23
256,-28
257,-32
258,-38
259,-41
260,-32
261,-18
262,-27
263,-59
264,-76
265,-74
266,-88
267,-114
268,-119
269,-115
270,-131
271,-145
272,-129
273,-106
274,-108
275,-129
276,-132
277,-85
278,-23
279,-7
280,-37
281,-67
282,-80
283,-79
284,-68
285,-58
286,-47
287,-33
288,-39
289,-71
290,-100
291,-120
292,-138
293,-138
294,-115
295,-97
296,-89
297,-75
298,-54
299,-44
300,-57
301,-81
302,-96
303,-105
304,-109
305,-100
306,-89
307,-96
308,-99
309,-77
310,-59
311,-68
312,-91
313,-107
314,-101
315,-77
316,-56
317,-45
318,-37
319,-37
320,-33
321,-12
322,8
323,13
324,20
325,30
326,23
327,5
328,-1
329,-7
330,-42
331,-86
332,-86
333,-53
334,-38
335,-43
336,-40
337,-32
338,-26
339,-12
340,-2
341,-21
342,-55
343,-78
344,-76
345,-55
346,-37
347,-19
348,20
349,56
350,39
351,-13
352,-51
353,-60
354,-45
355,-30
356,-41
357,-65
358,-79
359,-85
360,-87
361,-77
362,-64
363,-52
364,-31
365,-5
366,15
367,23
368,25
369,28
370,34
371,37
372,34
373,25
374,21
375,23
376,12
377,-15
378,-21
379,12
380,39
381,22
382,-5
383,-7
384,-4
385,-28
386,-62
387,-59
388,-10
389,34
390,41
391,31
392,25
393,14
394,1
395,11
396,39
397,50
398,29
399,3
400,13
401,59
402,98
403,101
404,86
405,76
406,66
407,51
408,41
409,52
410,77
411,91
412,83
413,75
414,66
415,36
416,1
417,-3
418,12
419,17
420,13
421,7
422,-2
423,-10
424,-13
425,-5
426,20
427,37
428,33
429,45
430,81
431,99
432,92
433,87
434,86
435,78
436,72
437,77
438,83
439,71
440,44
441,29
442,41
443,65
444,85
445,100
446,102
447,92
448,87
449,101
450,124
451,127
452,107
453,90
454,85
455,75
456,61
457,59
458,70
459,76
460,63
461,40
462,31
463,33
464,33
465,44
466,58
467,48
468,29
469,41
470,68
471,85
472,94
473,95
474,99
475,113
476,116
477,97
478,87
479,96
480,97
481,92
482,92
483,95
484,97
485,94
486,95
487,115
488,134
489,113
490,69
491,51
492,59
493,60
494,48
495,55
496,94
497,125
498,105
499,51
500,12
501,3
502,18
503,46
504,67
505,70
506,71
507,72
508,55
509,24
510,9
511,26
512,50
513,54
514,45
515,46
516,52
517,42
518,19
519,6
520,7
521,9
522,12
523,21
524,25
525,9
526,-22
527,-41
528,-34
529,-9
530,4
531,-21
532,-57
533,-54
534,-19
535,-13
536,-41
537,-55
538,-52
539,-54
540,-42
541,-3
542,23
543,5
544,-34
545,-49
546,-22
547,10
548,3
549,-33
550,-57
551,-57
552,-41
553,-28
554,-39
555,-66
556,-87
557,-100
558,-98
559,-60
560,-2
561,13
562,-29
563,-76
564,-91
565,-83
566,-59
567,-33
568,-29
569,-34
570,-18
571,-1
572,-7
573,-10
574,-6
575,-24
576,-43
577,-23
578,19
579,38
580,20
581,-7
582,-13
583,-11
584,-24
585,-28
586,1
587,17
588,-3
589,-3
590,35
591,54
592,15
593,-33
594,-32
595,-10
596,-14
597,-17
598,13
599,26
600,-5
601,-29
602,-25
603,-23
604,-29
605,-31
606,-34
607,-34
608,-24
609,-4
610,26
611,49
612,52
613,43
614,27
615,-8
616,-52
617,-61
618,-31
619,-8
620,-20
621,-39
622,-38
623,-28
624,-26
625,-32
626,-40
627,-51
628,-73
629,-100
630,-105
631,-97
632,-115
633,-132
634,-100
635,-74
636,-109
637,-150
638,-131
639,-79
640,-45
641,-42
642,-54
643,-66
644,-78
645,-92
646,-101
647,-111
648,-134
649,-155
650,-168
651,-171
652,-156
653,-134
654,-127
655,-112
656,-81
657,-64
658,-69
659,-78
660,-96
661,-112
662,-109
663,-107
664,-120
665,-119
666,-96
667,-73
668,-53
669,-42
670,-55
671,-79
672,-88
673,-82
674,-76
675,-68
676,-55
677,-50
678,-72
679,-111
680,-125
681,-87
682,-38
683,-35
684,-70
685,-85
686,-69
687,-59
688,-69
689,-80
690,-79
691,-67
692,-57
693,-71
694,-95
695,-107
696,-107
697,-97
698,-73
699,-63
700,-83
701,-101
702,-91
703,-81
704,-88
705,-95
706,-95
707,-98
708,-104
709,-100
710,-90
711,-86
712,-82
713,-62
