x,y
517,0
518,0
519,0
520,0
521,0
522,-1
523,1
524,0
525,0
526,1
527,0
528,0
529,0
530,0
531,1
532,-1
533,0
534,0
535,0
536,0
537,-1
538,1
539,0
540,0
541,-1
542,0
543,0
544,0
545,0
546,0
547,-1
548,0
549,-1
550,1
551,0
552,0
553,1
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,-1
563,0
564,0
565,0
566,1
567,0
568,1
569,0
570,0
571,0
572,0
573,-1
574,0
575,0
576,1
577,1
578,0
579,0
580,0
581,-1
582,-1
583,0
584,0
585,0
586,-1
587,0
588,0
589,1
590,0
591,1
592,0
593,0
594,1
595,0
596,0
597,1
598,0
599,0
600,0
601,0
602,0
603,0
604,0
605,0
606,0
607,0
608,0
609,-1
610,1
611,0
612,0
613,0
614,0
615,0
616,0
617,0
618,0
619,0
620,0
621,-1
622,0
623,-1
624,0
625,0
626,0
627,0
628,0
629,-1
630,0
631,0
632,0
633,1
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,0
643,-1
644,1
645,1
646,-1
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,-1
661,0
662,0
663,0
664,0
665,0
666,0
667,0
668,0
669,-1
670,0
671,0
672,0
673,0
674,-1
675,0
676,-1
677,0
678,0
679,0
680,0
681,0
682,-1
683,0
684,0
685,-1
686,0
687,0
688,0
689,1
690,0
691,0
692,0
693,0
694,0
695,0
696,1
697,0
698,0
699,0
700,0
701,0
702,1
703,0
704,0
705,0
706,1
707,1
708,0
709,0
710,0
711,0
712,0
713,0
714,0
715,0
716,1
717,1
718,1
719,0
720,0
721,-1
722,0
723,0
724,0
725,-1
726,-1
727,0
728,0
729,0
730,0
731,0
732,0
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,0
741,0
742,0
743,0
744,0
745,0
746,0
747,0
748,1
749,1
750,1
751,0
752,-1
753,0
754,0
755,0
756,0
757,0
758,0
759,1
760,-1
761,-1
762,0
763,0
764,0
765,0
766,0
767,1
768,0
769,-1
770,0
771,0
772,0
773,0
774,0
775,0
776,0
777,0
778,-1
779,0
780,0
781,0
782,0
783,1
784,0
785,0
786,0
787,0
788,0
789,-1
790,1
791,1
792,0
793,0
794,0
795,0
796,1
797,0
798,0
799,0
800,0
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,1
810,0
811,0
812,0
813,0
814,0
815,0
816,1
817,0
818,0
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,0
827,1
828,0
829,-1
830,0
831,0
832,0
833,0
834,-1
835,0
836,0
837,0
838,0
839,0
840,0
841,-1
842,0
843,0
844,-1
845,0
846,0
847,0
848,-1
849,1
850,0
851,0
852,0
853,0
854,0
855,0
856,0
857,0
858,0
859,0
860,0
861,0
862,0
863,-1
864,0
865,-1
866,0
867,0
868,0
869,0
870,0
871,0
872,0
873,0
874,0
875,1
876,0
877,0
878,0
879,0
880,0
881,0
882,0
883,0
884,0
885,0
886,0
887,1
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,-1
898,0
899,0
900,1
901,0
902,0
903,0
904,0
905,0
906,0
907,0
908,1
909,0
910,0
911,0
912,0
913,0
914,0
915,-1
916,0
917,1
918,0
919,0
920,0
921,0
922,0
923,0
924,0
925,0
926,-1
927,0
928,0
929,0
930,0
931,0
932,0
933,0
934,0
935,1
936,0
937,-1
938,0
939,1
940,0
941,0
942,-1
943,0
944,0
945,0
946,0
947,-1
948,0
949,0
950,0
951,0
952,1
953,0
954,0
955,0
956,0
957,0
958,0
959,0
960,0
961,-1
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,0
971,1
972,0
973,0
974,0
975,0
976,0
977,1
978,0
979,0
980,1
981,0
982,1
983,-1
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,0
992,-1
993,0
994,-1
995,-1
996,0
997,0
998,0
999,0
1000,0
1001,0
1002,1
1003,1
1004,1
1005,1
1006,0
1007,1
1008,0
1009,1
1010,1
1011,1
1012,1
1013,1
1014,1
1015,0
1016,1
1017,1
1018,1
1019,1
1020,1
1021,1
1022,1
1023,1
1024,1
1025,1
1026,1
1027,1
1028,1
1029,1
1030,1
1031,1
1032,1
1033,2
1034,2
1035,1
1036,0
1037,1
1038,1
1039,1
1040,1
1041,1
1042,1
1043,1
1044,1
1045,1
1046,1
1047,1
1048,1
1049,1
1050,1
1051,1
1052,1
1053,2
1054,1
1055,1
1056,1
1057,1
1058,1
1059,2
1060,1
1061,1
1062,2
1063,2
1064,2
1065,2
1066,2
1067,1
1068,1
1069,2
1070,2
1071,2
1072,2
1073,2
1074,1
1075,1
1076,2
1077,2
1078,2
1079,1
1080,3
1081,2
1082,2
1083,1
1084,2
1085,2
1086,2
1087,2
1088,2
1089,2
1090,2
1091,2
1092,2
1093,2
1094,2
1095,2
1096,2
1097,2
1098,2
1099,2
1100,3
1101,2
1102,2
1103,1
1104,2
1105,2
1106,2
1107,2
1108,2
1109,2
1110,3
1111,2
1112,2
1113,1
1114,1
1115,2
1116,2
1117,2
1118,2
1119,1
1120,2
1121,2
1122,2
1123,2
1124,2
1125,3
1126,2
1127,2
1128,3
1129,2
1130,3
1131,2
1132,2
1133,2
1134,2
1135,2
1136,2
1137,1
1138,2
1139,2
1140,2
1141,2
1142,2
1143,2
1144,3
1145,2
1146,2
1147,2
1148,2
1149,1
1150,1
1151,0
1152,0
1153,1
1154,0
1155,1
1156,1
1157,1
1158,1
1159,1
1160,1
1161,1
1162,1
1163,1
1164,0
1165,1
1166,1
1167,-1
1168,0
1169,-1
1170,0
1171,0
1172,0
1173,0
1174,1
1175,0
1176,0
1177,0
1178,0
1179,0
1180,0
1181,0
1182,0
1183,0
1184,0
1185,-1
1186,1
1187,-1
1188,0
1189,0
1190,0
1191,0
1192,0
1193,-1
1194,-1
1195,-1
1196,0
1197,-1
1198,0
1199,-1
1200,-1
1201,-2
1202,-1
1203,-3
1204,-2
1205,-2
1206,-2
1207,-2
1208,-2
1209,-3
1210,-3
1211,-3
1212,-3
1213,-3
1214,-4
1215,-4
1216,-4
1217,-4
1218,-4
1219,-3
1220,-3
1221,-4
1222,-4
1223,-5
1224,-5
1225,-5
1226,-5
1227,-5
1228,-6
1229,-6
1230,-6
1231,-6
1232,-6
1233,-7
1234,-8
1235,-8
1236,-7
1237,-8
1238,-8
1239,-8
1240,-8
1241,-8
1242,-9
1243,-9
1244,-9
1245,-9
1246,-9
1247,-9
1248,-10
1249,-9
1250,-10
1251,-10
1252,-10
1253,-11
1254,-11
1255,-10
1256,-11
1257,-12
1258,-13
1259,-13
1260,-12
1261,-11
1262,-11
1263,-14
1264,-17
1265,-18
1266,-16
1267,-15
1268,-14
1269,-10
1270,-23
1271,-37
1272,-30
1273,-30
1274,-25
1275,-24
1276,30
1277,11
1278,-73
1279,18
1280,-20
1281,-39
1282,8
1283,-6
1284,18
1285,-11
1286,-33
1287,-15
1288,-23
1289,-12
1290,-31
1291,-7
1292,28
1293,-58
1294,-20
1295,0
1296,-33
1297,-54
1298,-22
1299,-14
1300,-71
1301,-25
1302,-52
1303,-64
1304,-26
1305,-63
1306,-65
1307,-46
1308,-66
1309,-41
1310,-78
1311,-77
1312,-7
1313,-70
1314,-54
1315,-2
1316,-42
1317,-35
1318,-16
1319,-11
1320,-13
1321,30
1322,24
1323,40
1324,56
1325,27
1326,58
1327,42
1328,30
1329,61
1330,75
1331,71
1332,81
1333,82
1334,66
1335,79
1336,66
1337,95
1338,81
1339,86
1340,104
1341,76
1342,77
1343,74
1344,42
1345,53
1346,99
1347,34
1348,82
1349,81
1350,41
1351,54
1352,-11
1353,74
1354,50
1355,34
1356,54
1357,17
1358,32
1359,-44
1360,-7
1361,32
1362,-37
1363,-4
1364,-43
1365,-64
1366,-46
1367,-81
1368,-43
1369,-44
1370,-43
1371,-55
1372,-51
1373,-67
1374,-48
1375,-48
1376,-66
1377,-55
1378,-78
1379,-53
1380,-100
1381,-72
1382,-39
1383,-62
1384,-52
1385,-53
1386,-38
1387,-29
1388,-29
1389,-2
1390,4
1391,3
1392,36
1393,2
1394,47
1395,38
1396,9
1397,75
1398,34
1399,60
1400,60
1401,37
1402,78
1403,-7
1404,45
1405,51
1406,-31
1407,48
1408,-6
1409,14
1410,-14
1411,-41
1412,44
1413,-48
1414,-2
1415,-18
1416,-29
1417,-41
1418,-80
1419,-14
1420,-59
1421,6
1422,-19
1423,-20
1424,21
1425,-59
1426,-24
1427,-7
1428,-15
1429,61
1430,-14
1431,-1
1432,1
1433,-55
1434,4
1435,-1
1436,45
1437,-11
1438,6
1439,12
1440,-34
1441,-7
1442,-6
1443,22
1444,25
1445,-5
1446,4
1447,4
1448,-22
1449,-8
1450,-13
1451,-1
1452,-9
1453,17
1454,22
1455,-6
1456,-1
1457,-10
1458,3
1459,-22
1460,-6
1461,25
1462,3
1463,11
1464,-4
1465,-54
1466,-14
1467,-8
1468,-29
1469,1
1470,-16
1471,-46
1472,-53
1473,-88
1474,-63
1475,-41
1476,-44
1477,-2
1478,-42
1479,-47
1480,-40
1481,-38
1482,-24
1483,-10
1484,3
1485,-26
1486,-27
1487,-28
1488,3
1489,-16
1490,-9
1491,15
1492,-4
1493,23
1494,28
1495,-22
1496,20
1497,22
1498,12
1499,33
1500,21
1501,33
1502,19
1503,34
1504,18
1505,56
1506,48
1507,12
1508,102
1509,67
1510,57
1511,57
1512,47
1513,80
1514,49
1515,69
1516,73
1517,78
1518,53
1519,10
1520,80
1521,18
1522,28
1523,55
1524,36
1525,76
1526,-1
1527,31
1528,54
1529,32
1530,63
1531,47
1532,62
1533,93
1534,-12
1535,16
1536,85
1537,4
1538,37
1539,47
1540,45
1541,49
1542,10
1543,31
1544,43
1545,11
1546,4
1547,30
1548,40
1549,32
1550,31
1551,28
1552,13
1553,40
1554,-10
1555,52
1556,4
1557,4
1558,10
1559,-7
1560,62
1561,-19
1562,68
1563,20
1564,-17
1565,30
1566,6
1567,29
1568,-12
1569,31
1570,46
1571,-19
1572,-39
1573,23
1574,-29
1575,-34
1576,10
1577,-27
1578,-28
1579,-58
1580,-23
1581,-24
1582,-48
1583,-4
1584,-31
1585,-5
1586,-3
1587,-24
1588,-15
1589,-6
1590,20
1591,23
1592,3
1593,18
1594,37
1595,19
1596,16
1597,35
1598,48
1599,95
1600,67
1601,45
1602,80
1603,20
1604,68
1605,80
1606,57
1607,81
1608,60
1609,62
1610,17
1611,17
1612,48
1613,73
1614,99
1615,90
1616,67
1617,49
1618,-12
1619,36
1620,52
1621,7
1622,40
1623,31
1624,-32
1625,24
1626,8
1627,-5
1628,38
1629,-20
1630,3
1631,-54
1632,-60
1633,15
1634,-32
1635,-32
1636,-6
1637,-19
1638,-46
1639,-62
1640,-16
1641,17
1642,-7
1643,-12
1644,25
1645,29
1646,-4
1647,40
1648,15
1649,-3
1650,33
1651,-21
1652,-1
1653,4
1654,-38
1655,52
1656,25
1657,-8
1658,34
1659,-29
1660,-2
1661,7
1662,-38
1663,6
1664,-53
1665,-4
1666,-2
1667,-35
1668,71
1669,-9
1670,-34
1671,-16
1672,-73
1673,15
1674,19
1675,-2
1676,11
1677,-40
1678,-26
1679,5
1680,-56
1681,-68
1682,-20
1683,-73
1684,-116
1685,-42
1686,-123
1687,-117
1688,-88
1689,-179
1690,-119
1691,-125
1692,-144
1693,-115
1694,-198
1695,-137
1696,-89
1697,-211
1698,-108
1699,-69
1700,-85
1701,-20
1702,-111
1703,-71
1704,-96
1705,-47
1706,-23
1707,-75
1708,27
1709,-54
1710,-64
1711,-79
1712,-35
1713,10
1714,-40
1715,-15
1716,6
1717,-8
1718,-12
1719,-29
1720,8
1721,42
1722,33
1723,14
1724,2
1725,-19
1726,19
1727,21
1728,0
1729,-1
1730,0
1731,-14
1732,4
1733,44
1734,-38
1735,-17
1736,14
1737,-46
1738,-65
1739,-70
1740,-22
1741,-68
1742,-82
1743,-18
1744,-42
1745,-84
1746,-20
1747,-56
1748,-35
1749,-6
1750,-24
1751,7
1752,-62
1753,-18
1754,-44
1755,-19
1756,60
1757,12
1758,-13
1759,66
1760,57
1761,108
1762,123
1763,47
1764,187
1765,95
1766,105
1767,173
1768,147
1769,132
1770,95
1771,165
1772,53
1773,57
1774,113
1775,50
1776,73
1777,-21
1778,-65
1779,19
1780,1
1781,-70
1782,-5
1783,-8
1784,-91
1785,7
1786,-22
1787,-78
1788,-81
1789,-71
1790,-40
1791,-42
1792,-17
1793,-65
1794,-68
1795,-83
1796,-53
1797,1
1798,-6
1799,52
1800,34
1801,7
1802,60
1803,50
1804,69
1805,89
1806,40
1807,77
1808,49
1809,84
1810,87
1811,49
1812,35
1813,45
1814,62
1815,29
1816,53
1817,0
1818,30
1819,34
1820,8
1821,36
1822,16
1823,72
1824,-6
1825,-28
1826,41
1827,-15
1828,-11
1829,-25
1830,-31
1831,-43
1832,-39
1833,28
1834,8
1835,-42
1836,-36
1837,-7
1838,-46
1839,14
1840,7
1841,0
1842,-2
1843,-3
1844,68
1845,-14
1846,15
1847,44
1848,-15
1849,-2
1850,10
1851,20
1852,1
1853,14
1854,-29
1855,-26
1856,23
1857,3
1858,1
1859,-7
1860,25
1861,0
1862,-6
1863,8
1864,15
1865,-14
1866,-46
1867,34
1868,-2
1869,-31
1870,-33
1871,-42
1872,38
1873,-52
1874,26
1875,49
1876,-44
1877,-52
1878,-51
1879,-18
1880,-70
1881,-27
1882,-100
1883,-76
1884,-85
1885,-145
1886,-67
1887,-124
1888,-120
1889,-86
1890,-132
1891,-120
1892,-104
1893,-155
1894,-103
1895,-145
1896,-105
1897,-90
1898,-126
1899,-35
1900,-76
1901,-86
1902,-56
1903,-50
1904,-46
1905,-55
1906,-5
1907,-49
1908,-57
1909,14
1910,-25
1911,-34
1912,-17
1913,-3
1914,-6
1915,-60
1916,-15
1917,23
1918,-33
1919,33
1920,29
1921,47
1922,39
1923,-6
1924,80
1925,2
1926,12
1927,42
1928,80
1929,52
1930,-7
1931,87
1932,38
1933,42
1934,33
1935,44
1936,94
1937,35
1938,39
1939,101
1940,50
1941,71
1942,127
1943,64
1944,63
1945,29
1946,8
1947,34
1948,60
1949,98
1950,63
1951,45
1952,51
1953,27
1954,54
1955,34
1956,49
1957,133
1958,86
1959,81
1960,37
1961,105
1962,87
1963,42
1964,146
1965,39
1966,54
1967,58
1968,4
1969,83
1970,28
1971,55
1972,80
1973,8
1974,4
1975,-8
1976,25
1977,15
1978,19
1979,4
1980,-33
1981,-53
1982,-64
1983,-50
1984,-91
1985,-27
1986,-35
1987,-64
1988,16
1989,-20
1990,-52
1991,11
1992,-39
1993,7
1994,53
1995,20
1996,86
1997,50
1998,56
1999,72
2000,28
2001,47
2002,79
2003,65
2004,-2
2005,59
2006,49
2007,1
2008,78
2009,88
2010,98
2011,63
2012,39
2013,74
2014,16
2015,27
2016,78
2017,78
2018,90
2019,60
2020,71
2021,83
2022,35
2023,41
2024,13
2025,5
2026,51
2027,49
2028,11
2029,-34
2030,36
2031,-15
2032,-50
2033,8
2034,-23
2035,-56
2036,-22
2037,25
2038,21
2039,22
2040,48
2041,37
2042,-39
2043,-13
2044,-2
2045,-36
2046,5
2047,41
2048,15
2049,3
2050,34
2051,-20
2052,12
2053,-29
2054,-39
2055,-18
2056,-79
2057,-54
2058,-80
2059,-43
2060,-49
2061,-69
2062,-26
2063,-98
2064,-65
2065,-47
2066,-36
2067,24
2068,-31
2069,-27
2070,-42
2071,-7
2072,-16
2073,-39
2074,40
2075,-79
2076,-36
2077,12
2078,-43
2079,5
2080,-4
2081,2
2082,-40
2083,-19
2084,-2
2085,-4
2086,-24
2087,-50
2088,-69
2089,-85
2090,-45
2091,-68
2092,-120
2093,-81
2094,-58
2095,-73
2096,-79
2097,-69
2098,-33
2099,-66
2100,-79
2101,-67
2102,-101
2103,-90
2104,-67
2105,-65
2106,-43
2107,-63
2108,-54
2109,-31
2110,-42
2111,-28
2112,-35
2113,15
2114,-12
2115,-25
2116,56
2117,61
2118,31
2119,40
2120,-2
2121,11
2122,37
2123,-14
2124,-3
2125,38
2126,54
2127,28
2128,78
2129,17
2130,13
2131,91
2132,-6
2133,33
2134,82
2135,68
2136,32
2137,48
2138,120
2139,52
2140,13
2141,33
2142,38
2143,-6
2144,58
2145,78
2146,-6
2147,26
2148,19
2149,30
2150,45
2151,-8
2152,32
2153,13
2154,11
2155,76
2156,-5
2157,20
2158,25
2159,4
2160,15
2161,-1
2162,5
2163,26
2164,9
2165,-33
2166,23
2167,-10
2168,21
2169,8
2170,-21
2171,27
2172,4
2173,-5
2174,40
2175,35
2176,-26
2177,-8
2178,-52
2179,-75
2180,-50
2181,-15
2182,2
2183,14
2184,-43
2185,-45
2186,-40
2187,-62
2188,-22
2189,-6
2190,-6
2191,-55
2192,-95
2193,-76
2194,-10
2195,-30
2196,38
2197,7
2198,-66
2199,-68
2200,-32
2201,-47
2202,-44
2203,17
2204,5
2205,5
2206,-27
2207,49
2208,26
2209,42
2210,15
2211,30
2212,52
2213,54
2214,123
2215,75
2216,63
2217,48
2218,80
2219,41
2220,21
2221,50
2222,33
2223,-7
2224,-51
2225,-17
2226,5
2227,-13
2228,-54
2229,-41
2230,-54
2231,-64
2232,-52
2233,-93
2234,-89
2235,-89
2236,-41
2237,-72
2238,-60
2239,-53
2240,-42
2241,-41
2242,-54
2243,-27
2244,-40
2245,-29
2246,-34
2247,-8
2248,-27
2249,12
2250,-13
2251,15
2252,34
2253,-4
2254,-18
2255,-36
2256,64
2257,11
2258,53
2259,44
2260,16
2261,57
2262,1
2263,119
2264,-21
2265,13
2266,51
2267,-7
2268,96
2269,2
2270,60
2271,-17
2272,-23
2273,-24
2274,-65
2275,-2
2276,-65
2277,-4
2278,3
2279,38
2280,-33
2281,-55
2282,-19
2283,-43
2284,-35
2285,-33
2286,-30
2287,-75
2288,6
2289,-19
2290,-37
2291,-32
2292,-84
2293,-14
2294,12
2295,-36
2296,-17
2297,-40
2298,-23
2299,-30
2300,-25
2301,-19
2302,-15
2303,13
2304,-74
2305,-10
2306,12
2307,-8
2308,20
2309,-20
2310,93
2311,61
2312,7
2313,36
2314,32
2315,26
2316,4
2317,10
2318,-27
2319,-8
2320,-54
2321,-80
2322,-32
2323,-39
2324,-30
2325,-86
2326,-35
2327,-69
2328,-77
2329,-15
2330,-100
2331,-50
2332,-52
2333,-70
2334,-23
2335,-104
2336,-57
2337,-67
2338,-126
2339,-6
2340,-60
2341,-97
2342,-57
2343,-49
2344,-29
2345,-64
2346,6
2347,-69
2348,-110
2349,-24
2350,-44
2351,-4
2352,31
2353,16
2354,8
2355,-4
2356,49
2357,57
2358,7
2359,44
2360,38
2361,51
2362,106
2363,63
2364,174
2365,114
2366,57
2367,183
2368,160
2369,134
2370,120
2371,146
2372,168
2373,108
2374,160
2375,203
2376,121
2377,100
2378,92
2379,44
2380,83
2381,86
2382,78
2383,70
2384,53
2385,21
2386,-8
2387,-28
2388,1
2389,45
2390,-21
2391,-17
2392,-40
2393,-12
2394,-51
2395,-23
2396,5
2397,-44
2398,-5
2399,-37
2400,38
2401,-2
2402,10
2403,-3
2404,-35
2405,3
2406,-10
2407,-3
2408,45
2409,71
2410,11
2411,65
2412,90
2413,80
2414,144
2415,90
2416,72
2417,113
2418,45
2419,97
2420,68
2421,98
2422,158
2423,77
2424,85
2425,109
2426,80
2427,69
2428,70
2429,38
2430,20
2431,4
2432,2
2433,3
2434,-3
2435,0
2436,2
2437,1
2438,-50
2439,-22
2440,-6
2441,-38
2442,-54
2443,-16
2444,-22
2445,-3
2446,-54
2447,-22
2448,-14
2449,-131
2450,-68
2451,-109
2452,-112
2453,-103
2454,-94
2455,-90
2456,-127
2457,-69
2458,-37
2459,-31
2460,-72
2461,-66
2462,-23
2463,-9
2464,-9
2465,14
2466,13
2467,26
2468,30
2469,-2
2470,89
2471,40
2472,41
2473,75
2474,67
2475,125
2476,89
2477,112
2478,68
2479,36
2480,72
2481,29
2482,-2
2483,10
2484,36
2485,19
2486,0
2487,25
2488,43
2489,-31
2490,-11
2491,-35
2492,-33
2493,1
2494,-62
2495,-14
2496,-30
2497,-83
2498,-40
2499,27
2500,9
2501,-62
2502,-17
2503,-31
2504,13
2505,-42
2506,1
2507,40
2508,-67
2509,-11
2510,-10
2511,1
2512,-40
2513,17
2514,0
2515,-8
2516,69
2517,-22
2518,-14
2519,-6
2520,51
2521,64
2522,7
2523,31
2524,37
2525,-32
2526,-4
2527,51
2528,-4
2529,10
2530,43
2531,-16
2532,-23
2533,-17
2534,-36
2535,1
2536,-5
2537,0
2538,-48
2539,-36
2540,-36
2541,-60
2542,-70
2543,-96
2544,-61
2545,-87
2546,-68
2547,-35
2548,-9
2549,-66
2550,-132
2551,-97
2552,-78
2553,-103
2554,-29
2555,-47
2556,-115
2557,-67
2558,-101
2559,-88
2560,-114
2561,-126
2562,-83
2563,-146
2564,-102
2565,-110
2566,-54
2567,-63
2568,-164
2569,-60
2570,-106
2571,-66
2572,-49
2573,-99
2574,-83
2575,-44
2576,-44
2577,-47
2578,-38
2579,-70
2580,-34
2581,-79
2582,-53
2583,-63
2584,-64
2585,-3
2586,-87
2587,-55
2588,-29
2589,-79
2590,-55
2591,-49
2592,-36
2593,5
2594,-95
2595,-49
2596,-38
2597,-8
2598,7
2599,-74
2600,38
2601,-73
2602,-117
2603,-26
2604,-58
2605,-20
2606,-71
2607,-40
2608,-61
2609,-122
2610,-105
2611,-42
2612,-33
2613,-99
2614,-14
2615,-35
2616,-20
2617,-2
2618,-33
2619,51
2620,4
2621,34
2622,104
2623,56
2624,69
2625,38
2626,72
2627,125
2628,99
2629,163
2630,129
2631,145
2632,196
2633,142
2634,153
2635,169
2636,186
2637,208
2638,164
2639,184
2640,149
2641,166
2642,215
2643,195
2644,197
2645,184
2646,141
2647,125
2648,198
2649,185
2650,156
2651,125
2652,108
2653,80
2654,62
2655,77
2656,69
2657,49
2658,-27
2659,61
2660,-21
2661,-65
2662,8
2663,-71
2664,-34
2665,-32
2666,-54
2667,-22
2668,-70
2669,-21
2670,-35
2671,-20
2672,33
2673,-72
2674,25
2675,-11
2676,-14
2677,43
2678,2
2679,37
2680,-29
2681,31
2682,8
2683,14
2684,25
2685,-11
2686,94
2687,-1
2688,-3
2689,76
2690,13
2691,27
2692,58
2693,39
2694,67
2695,38
2696,40
2697,63
2698,71
2699,118
2700,58
2701,13
2702,52
2703,67
2704,70
2705,82
2706,103
2707,102
2708,91
2709,45
2710,55
2711,59
2712,56
2713,70
2714,74
2715,91
2716,14
2717,5
2718,23
2719,13
2720,-35
2721,-24
2722,40
2723,-5
2724,17
2725,18
2726,6
2727,8
2728,-28
2729,-1
2730,13
2731,-15
2732,-17
2733,35
2734,-20
2735,12
2736,18
2737,-63
2738,5
2739,-13
2740,-24
2741,68
2742,29
2743,-8
2744,3
2745,-20
2746,-8
2747,-45
2748,6
2749,10
2750,-38
2751,-9
2752,-7
2753,-38
2754,-33
2755,-38
2756,-88
2757,-86
2758,-79
2759,-51
2760,-15
2761,-42
2762,-36
2763,-5
2764,-66
2765,-56
2766,-72
2767,-56
2768,27
2769,-33
2770,-43
2771,-7
2772,10
2773,3
2774,-20
2775,17
2776,65
2777,24
2778,-38
2779,42
2780,52
2781,-62
2782,7
2783,71
2784,2
2785,0
2786,-35
2787,36
2788,31
2789,-42
2790,-22
2791,-46
2792,8
2793,-35
2794,-82
2795,-23
2796,-35
2797,-77
2798,-88
2799,-67
2800,-84
2801,-84
